,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
8687,0x190e0,CUS_0xbed7,July,Dmitracovab,19,216-77-4563,Lawyer,18490.14,1615.845,6,9,33,7,"Student Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, and Home Equity Loan",37,,21.29,12.0,Bad,3590.91,24.84490208540473,2 Years and 5 Months,Yes,92.09205947464586,120.07691285260107,Low_spent_Small_value_payments,239.41552767275303,Standard
8688,0x3331,CUS_0x48aa,August,Klaymanf,21,884-77-6242,Architect,17856.72,1350.437372182059,8,6,23,6,"Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, and Home Equity Loan",41,21,0.65,10.0,Bad,1431.47,37.233313377709315,18 Years and 0 Months,Yes,165.4904011136809,78.21484603652925,Low_spent_Medium_value_payments,269.92338066773084,Poor
8689,0x1235c,CUS_0x6032,March,James Vicinil,17_,741-59-1064,Media_Manager,9307.915,581.6595833333333,7,10,18,6,"Not Specified, Personal Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Home Equity Loan",16,25,10.0,12.0,Bad,2830.92,24.245742597040444,14 Years and 1 Months,Yes,35.271669839395535,51.26981389019346,Low_spent_Medium_value_payments,251.6244746037444,Poor
8690,0x20b8,CUS_0xae95,July,Peterw,22,801-07-4941,Accountant,116594.91,9836.2425,5,6,10,2,"Not Specified, and Mortgage Loan",10,7,8.47,0.0,Good,1124.02,40.33906105818643,,NM,171.07702427754958,92.9919255083074,High_spent_Large_value_payments,959.5553002141432,Standard
8691,0x21e0,CUS_0x41b7,March,Laurens,25,891-76-2011,Teacher,7612.725,928.39375,8,5,16,6,"Mortgage Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",60,,6.06,10.0,Bad,1514.74,28.449953373144947,8 Years and 7 Months,Yes,27.522822612958308,33.2639918166782,Low_spent_Small_value_payments,322.0525605703636,Poor
8692,0x200b5,CUS_0x1a16,April,Leahb,34,316-83-4105,Accountant,56391.12,4791.26,9,9,17,6,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Personal Loan, Home Equity Loan, and Personal Loan",26,25,20.95,13.0,Bad,3881.11,26.892541608671397,8 Years and 6 Months,Yes,243.27087101182477,141.0178263568239,High_spent_Medium_value_payments,344.8373026313513,Poor
8693,0xa3e6,CUS_0x5604,January,,40,358-38-0974,Developer,56195.04,4901.92,9,5,17,8,"Not Specified, Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Payday Loan, Auto Loan, and Personal Loan",32,14,6.7799999999999985,12.0,Bad,1450.16,31.83046630810161,14 Years and 11 Months,Yes,210.6412024624121,495.0865275782488,Low_spent_Small_value_payments,74.46426995933909,Poor
8694,0x5de2,CUS_0x56b4,May,Kaou,33,369-55-1958,Doctor,17416.75,1243.3958333333333,5,6,12,4,"Payday Loan, Payday Loan, Student Loan, and Personal Loan",9,12,10.1,0.0,Good,505.44,26.67473282907546,30 Years and 6 Months,No,36.559186095505574,46.94972723768548,High_spent_Small_value_payments,300.83067000014233,Good
8695,0x3f5e,CUS_0x90b2,May,Oreskovicz,24,230-75-1260,Accountant,10277.33,1072.444166666667,1487,6,14,7,"Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",29,11,13.24,8.0,Standard,1248.05,27.694363738770623,8 Years and 2 Months,Yes,47.90153370238895,67.38616368786482,Low_spent_Small_value_payments,281.9567192764129,Standard
8696,0xd3f5,CUS_0x54bc,April,William Jamesj,18,425-82-8832,Entrepreneur,110116.64_,9161.386666666667,7,5,9,3,"Auto Loan, Student Loan, and Payday Loan",24,16,7.57,3.0,Standard,324.69,37.70547544381093,31 Years and 11 Months,No,202.92258396544105,__10000__,High_spent_Medium_value_payments,768.1216467408836,Standard
8697,0xa49e,CUS_0x26d4,May,Caroline Valetkevitchj,39,331-38-2680,Lawyer,9493.125,662.09375,8,8,34,-100,"Personal Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Payday Loan",38,21,6.3,8.0,Bad,1558.02,32.96402298083918,11 Years and 1 Months,Yes,26.817503941594858,26.984132535464006,Low_spent_Large_value_payments,282.40773852294114,Poor
8698,0x1f808,CUS_0x7b9d,March,Aaron Pressmanb,6040,411-37-9487,Mechanic,16229.86,1216.4883333333337,7,5,28,6,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Personal Loan",48,28,19.58,8.0,Bad,3138.55,36.98075716361847,10 Years and 9 Months,Yes,64.06840948225809,104.40318314015144,Low_spent_Large_value_payments,223.17724071092385,Poor
8699,0xafb9,CUS_0x24d9,April,Jason Langeg,17,522-84-7788,Architect,108884.76,8805.73,8,4,16,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Payday Loan, and Not Specified",26,8,7.48,7.0,Standard,769.81,38.739797760752936,5 Years and 6 Months,Yes,352.32279071766334,83.32706373415577,High_spent_Large_value_payments,684.923145548181,Poor
8700,0x12d0e,CUS_0xb7a4,January,Luke Bakerx,31,486-84-2079,Journalist,33470.43,2744.2025,7,5,10,1,Not Specified,6,17,15.22,883.0,Standard,1318.49,38.9932301145695,25 Years and 5 Months,Yes,16.08807428504812,,Low_spent_Large_value_payments,347.57018753865435,Standard
8701,0x25254,CUS_0x2fda,July,Jonathan Spicerr,20,336-19-9190,Developer,10281.435,1138.78625,5,8,20,6,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",19,12,14.64,12.0,_,1437.94,36.90994617789693,10 Years and 10 Months,Yes,30.891790600312497,102.6579456918914,Low_spent_Medium_value_payments,260.3288887077961,Poor
8702,0xae1e,CUS_0xb33a,January,Wolfi,18,005-38-9116,_______,16360.215,1410.35125,3,6,18,4,"Auto Loan, Credit-Builder Loan, Not Specified, and Not Specified",27,10,15.52,6.0,Standard,453.29,29.053268066230693,27 Years and 4 Months,Yes,38.79655820605485,51.312028952862406,Low_spent_Small_value_payments,340.9265378410828,Standard
8703,0x153ae,CUS_0xc737,January,,46,087-09-7867,Doctor,78676.32,6710.3600000000015,2,1,4,-100,Credit-Builder Loan,7,,16.8,4.0,Good,1080.98,29.31920176309305,18 Years and 10 Months,No,48.577978056137155,181.7948172759034,High_spent_Small_value_payments,700.6632046679596,Good
8704,0xfa7d,CUS_0x4d1c,April,Jaisinghaniy,32,264-08-8572,Doctor,82892.4,6685.7,1048,9,29,9,"Student Loan, Payday Loan, Student Loan, Personal Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Mortgage Loan, and Not Specified",19,24,27.96,7.0,_,3885.46,35.247052096880864,12 Years and 4 Months,Yes,432.5257530425988,170.64775585266636,High_spent_Large_value_payments,305.39649110473493,Standard
8705,0x2fe9,CUS_0x3bb6,August,Baranij,39_,763-62-0069,Media_Manager,99802.48,8244.873333333333,4,3,17,4,"Mortgage Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",17,3684,5.27,0.0,_,248.48,39.34672057128259,25 Years and 11 Months,No,210.4580591438012,539.464482241506,Low_spent_Medium_value_payments,354.56479194802614,Standard
8706,0x23c4b,CUS_0x99bc,June,Katzu,23,184-56-2277,Accountant,35108.51_,,3,7,2,-100,Not Specified,4,5,11.35,4.0,Good,15.74,29.399458889761934,23 Years and 4 Months,No,23.947618969761475,245.8633579402831,Low_spent_Small_value_payments,305.2599397566222,Poor
8707,0xaf2b,CUS_0x3336,June,Timothy Gardnerq,7441,190-33-8702,Manager,29648.76,2740.73,0,2,10,0,,6,5_,4.85,8.0,Good,1104.99,33.470059298965,21 Years and 2 Months,No,0.0,35.348834801163775,High_spent_Medium_value_payments,488.7241651988362,Good
8708,0xedf7,CUS_0x228d,February,Sarah N.l,34,#F%$D@*&8,_______,23357.87,2008.4891666666665,4,5,7,4,"Payday Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",28,13,17.38,5.0,Standard,1290.06,30.990930583070213,5 Years and 11 Months,NM,44.87283727805653,62.37232711360813,!@9#%8,343.60375227500197,Standard
8709,0x158cb,CUS_0x4c9b,February,Wilchinsv,38,852-86-5759,Lawyer,27947.42,2488.9516666666664,7,5,15,2,"Auto Loan, and Not Specified",27,17,11.04,134.0,Standard,1472.05,36.449026213247095,,Yes,31.335361599176316,37.07707968758242,High_spent_Medium_value_payments,430.482725379908,Standard
8710,0x1578b,CUS_0x15f1,June,Peter Rudegeairj,32,097-15-4981,Lawyer,51568.11,4016.3425,6,10,26,5,"Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",32,18,6.99,11.0,Bad,2620.12,32.81380600801263,10 Years and 0 Months,Yes,172.0831023313498,66.7898686158348,High_spent_Large_value_payments,402.7612790528154,Standard
8711,0xebf4,CUS_0x6ba3,March,Jonathan Stempelg,22,531-12-1324,Developer,35310.83,3058.5691666666667,5,5,5,1048,"Debt Consolidation Loan, and Not Specified",28,11,13.74,1.0,Good,878.11,32.172878319220985,,No,31.427238825172346,31.65378669759944,High_spent_Large_value_payments,482.7758911438949,Good
8712,0x18c19,CUS_0x629,August,Leea,45,495-74-9883,Writer,15806.84,1140.236666666667,6,5,21,3,"Personal Loan, Home Equity Loan, and Payday Loan",15,12,3.41,12.0,Bad,2580.63,25.323835437829985,19 Years and 9 Months,Yes,29.02999324005239,43.28507337705768,Low_spent_Medium_value_payments,321.7086000495566,Standard
8713,0x10bf1,CUS_0xbd11,August,Davidx,36,843-26-6643,Doctor,16264.7,1095.3916666666669,7,8,26,9,"Payday Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Student Loan, Mortgage Loan, Payday Loan, and Not Specified",40,15,21.81,9.0,Bad,3408.89,30.56146575099801,5 Years and 0 Months,Yes,81.57426045441845,61.58402204608185,Low_spent_Small_value_payments,256.3808841661664,Poor
8714,0x24796,CUS_0x6ae4,May,Daniel Basesy,23,604-88-3417,Musician,25656.05,2407.0041666666666,4,4,10,0,,13,10_,8.3,1.0,Standard,1084.02,40.034947149863655,19 Years and 1 Months,Yes,0.0,143.31298357656553,High_spent_Small_value_payments,357.38743309010107,Standard
8715,0x176e8,CUS_0x4f65,July,Karen Brettellp,34,889-20-8307,Entrepreneur,20653.25,1652.104166666667,3,7,10,4,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Mortgage Loan",29,9,7.96,9.0,_,881.25,35.07107487125147,29 Years and 4 Months,Yes,67.97467383435101,33.66011961613712,High_spent_Large_value_payments,303.5756232161785,Standard
8716,0x21f0b,CUS_0x3d16,June,Dhanya Skariachans,40,079-17-3731,Musician,14422.22,1013.8516666666668,9,6,27,2,"Debt Consolidation Loan, and Home Equity Loan",48,26,8.35,8.0,Bad,1325.68,23.3426728224532,18 Years and 0 Months,Yes,21.005482591392955,__10000__,Low_spent_Small_value_payments,284.38827088442815,Poor
8717,0x14118,CUS_0x8140,July,,29,388-66-4056,Manager,18285.06,1238.755,5,4,22,4,"Payday Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",22,13,14.25,11.0,Standard,2541.81,28.9277636643043,14 Years and 5 Months,Yes,39.721568772211754,125.85822020625412,Low_spent_Small_value_payments,248.29571102153412,Poor
8718,0x1feae,CUS_0xaaff,January,Lucia Mutikaniv,43,269-27-4859,Musician,89122.8,7141.9000000000015,7,3,12,1,Home Equity Loan,32,13,13.06,1.0,Standard,331.53,34.227622781049035,25 Years and 9 Months,NM,57.75937541310339,77.98479491126305,High_spent_Large_value_payments,818.4458296756337,Standard
8719,0x23dd2,CUS_0x54be,January,,36_,466-49-5500,Manager,116574.04,9885.503333333332,6,6,13,3,"Auto Loan, Home Equity Loan, and Credit-Builder Loan",22,10,0.51,2.0,Standard,654.12,32.428414821602715,25 Years and 10 Months,Yes,224.21534052363532,,High_spent_Medium_value_payments,865.4025898468383,Standard
8720,0xe61c,CUS_0xb448,July,Lisa Lamberth,29,353-39-6535,Scientist,44219.46,3855.955,6,7,12,7,"Mortgage Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",24,9,18.21,1418.0,Standard,1685.8,35.39567836302066,7 Years and 10 Months,Yes,206.32103892874747,,Low_spent_Medium_value_payments,315.61763493840215,Poor
8721,0x21696,CUS_0xae17,January,Mia Tahara-Stubbsw,38,555-86-2423,Manager,42619.92,3630.66,5,3,20,1,Mortgage Loan,9,,3.03,0.0,Standard,124.55,25.16876644862024,25 Years and 4 Months,Yes,30.69875564681607,393.2413293738231,Low_spent_Small_value_payments,229.1259149793609,Standard
8722,0x12187,CUS_0x879d,February,Carewu,25,788-22-2192,Manager,51557.73,4479.4775,10,7,22,3,"Debt Consolidation Loan, Payday Loan, and Mortgage Loan",30,15,8.04,9.0,Standard,1561.52,27.13249904750704,10 Years and 3 Months,Yes,107.64691423813127,67.17856459965493,High_spent_Medium_value_payments,523.1222711622138,Poor
8723,0xef61,CUS_0xa651,April,Giuseppe Fontel,26,722-69-2109,Developer,73802.24,5971.186666666667,8,10,17,8,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Not Specified, Payday Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",50,15,17.61,6.0,Bad,3626.94,37.502488064998005,6 Years and 1 Months,Yes,487.3028130411074,91.93036924556431,High_spent_Medium_value_payments,267.885484379995,Poor
8724,0x949e,CUS_0x7398,January,James B.l,15,981-68-0892,Entrepreneur,43213.44,3827.12,7,7,17,8,"Auto Loan, Auto Loan, Not Specified, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",25,28,18.56,9.0,Bad,4525.41,25.242873203007623,,Yes,162.97204231494504,249.89984351273625,High_spent_Small_value_payments,229.84011417231878,Poor
8725,0x56fd,CUS_0xbe64,April,Siddharth Cavaleo,30,525-04-1437,Engineer,12025.045,1263.087083333333,5,4,17,4,"Payday Loan, Mortgage Loan, Personal Loan, and Mortgage Loan",17,14,12.89,4.0,Standard,843.67,32.01862677844742,21 Years and 2 Months,Yes,27.775905356853585,114.94243205157164,Low_spent_Small_value_payments,273.59037092490814,Standard
8726,0xe2b0,CUS_0x4037,July,Tapinsha,33,022-20-2822,Engineer,92509.38,7876.115000000002,7,4,12,0,,21,12,9.92,5.0,Good,1167.56,31.33490986983784,17 Years and 11 Months,No,0.0,327.86380441781307,High_spent_Medium_value_payments,709.747695582187,Standard
8727,0xf7f3,CUS_0xba21,February,Spetalnicke,16,156-60-0442,Teacher,45491.7,4056.975,3,7,20,3,"Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",20,20,15.3,7.0,_,634.36,35.38307232340015,26 Years and 8 Months,NM,78.40134147125701,126.46923058822668,Low_spent_Medium_value_payments,480.82692794051627,Standard
8728,0x132c0,CUS_0x80ce,July,Nishantx,49,635-01-2991,Engineer,31653.01,2478.750833333333,3,7,9,2,"Student Loan, and Auto Loan",8,5,9.2,6.0,Good,1250.9,35.4973102600356,24 Years and 2 Months,No,27.111028823126933,38.300347874060996,High_spent_Large_value_payments,422.4637066361454,Poor
8729,0x24a27,CUS_0x754e,February,Groverw,-500,359-07-6992,Musician,19028.33,1401.694166666667,1,7,12,0,,2,-1,0.57,4.0,_,457.92,24.881966898253214,24 Years and 0 Months,No,0.0,32.24745161197417,High_spent_Large_value_payments,347.9219650546925,Standard
8730,0x1c607,CUS_0x3561,June,Woodallg,30,169-22-4626,Developer,42032.76,3569.73,0,4,6,1,Not Specified,25,7,_,7.0,Good,626.72,41.30824238185008,23 Years and 2 Months,No,22.45599511979372,238.93577663948201,Low_spent_Large_value_payments,365.58122824072433,Poor
8731,0x1b82f,CUS_0xc62a,February,Stempelv,37,320-50-8109,Entrepreneur,70088.36,6090.696666666668,6,7,21,9,"Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",53,17,23.6,7.0,Bad,4670.21,36.39064843977192,13 Years and 11 Months,Yes,413.3316484062496,220.6214735309165,High_spent_Small_value_payments,235.11654472950062,Standard
8732,0x15535,CUS_0x51d8,August,Henrya,32,383-53-7720,Journalist,77047.4,6711.616666666666,2,4,11,1,Debt Consolidation Loan,9,1,3.95,1.0,_,952.69,31.68001205901908,27 Years and 5 Months,No,50.18729559672872,314.1513420486274,Low_spent_Small_value_payments,596.8230290213105,Standard
8733,0xf7bb,CUS_0xbd0f,June,Glenni,48,209-71-4397,Engineer,121844.2,10265.683333333332,6,6,16,2,"Student Loan, and Mortgage Loan",18,8,15.3,4.0,Standard,1265.84,37.686513700625746,20 Years and 8 Months,NM,162.66813859907478,145.11329356332726,!@9#%8,958.7869011709313,Standard
8734,0x1001f,CUS_0xa7cc,June,Margaretj,21,495-58-1191,Manager,9602.285,897.1904166666667,6,6,11,-100,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Personal Loan",11,22,14.82,,_,512.05,25.479961149070157,12 Years and 8 Months,Yes,37.40299004126523,36.84388114571308,Low_spent_Medium_value_payments,295.4721704796884,Standard
8735,0x2552a,CUS_0xaacd,January,Martinneg,43,731-22-8027,Media_Manager,16347580.0,3252.3675000000007,0,3,3,1,Auto Loan,18,5,6.88,3.0,_,645.33,29.894524711760553,31 Years and 9 Months,No,18.97557469295694,58.13756755130001,High_spent_Large_value_payments,488.1236077557432,Standard
8736,0x18c38,CUS_0x3cea,March,Tim Hepherc,31,882-80-1112,Developer,127672.24,10668.353333333334,8,7,19,-100,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",20,15,0.76,3.0,Standard,504.03,24.11809033954461,31 Years and 0 Months,No,289.02915452909315,1030.9444628043789,Low_spent_Medium_value_payments,26.861715999861413,Standard
8737,0x18a98,CUS_0xaa53,July,Theopolis Watersb,52,516-01-8545,Teacher,57847.1,4808.591666666666,1,4,5,1,Payday Loan,5,8,6.19,,_,958.73,37.846281314742654,23 Years and 7 Months,No,44.510451099424635,305.497033956968,High_spent_Small_value_payments,390.851681610274,Standard
8738,0x1378e,CUS_0x679e,January,McCrankm,18,733-65-8835,Teacher,29258.69,2737.2241666666664,7,7,12,-100,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",30,9,8.37,7.0,Standard,1285.35,29.359358556783185,12 Years and 5 Months,Yes,164.08147131066943,169.98077113526273,High_spent_Small_value_payments,199.6601742207345,Standard
8739,0x1de0f,CUS_0x2f97,February,Soham Chatterjees,18,366-30-2864,Writer,140042.28,11399.19,2,5,8,4,"Not Specified, Home Equity Loan, Student Loan, and Payday Loan",8,,5.26,3.0,Good,1438.91,38.9478693717216,16 Years and 4 Months,No,256.5946453311974,151.85771414602718,High_spent_Large_value_payments,971.4666405227756,Good
8740,0x377d,CUS_0x5bb7,April,Deepa Seetharamank,47,237-77-2781,Journalist,108172.29,9230.3575,3,1,7,4,"Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",3,1,8.34,1.0,Good,539.59_,36.93675025903847,25 Years and 8 Months,No,359.9076810046916,239.86857210592984,High_spent_Medium_value_payments,573.2594968893786,Good
8741,0x5536,CUS_0x8158,May,Ermane,27,020-00-9645,Architect,32729.97,2908.4975,6,3,14,4,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, and Debt Consolidation Loan",7,14,9.71,9.0,Standard,325.68,25.58406723804403,30 Years and 9 Months,Yes,108.8103330753675,158.27841829578682,Low_spent_Small_value_payments,313.76099862884575,Standard
8742,0xacac,CUS_0xc375,March,Richardn,51,180-18-8849,Engineer,97577.28,7906.44,3,4,12,2,"Student Loan, and Credit-Builder Loan",2,7,6.75,5.0,Good,708.73,41.87502375076671,31 Years and 9 Months,No,92.86650660879025,,High_spent_Large_value_payments,780.1473051169609,Good
8743,0xb716,CUS_0xa062,May,Georgiopouloso,40,048-21-3119,Doctor,63079.46,4966.621666666667,2,4,11,4,"Personal Loan, Payday Loan, Personal Loan, and Not Specified",6,7,0.72,0.0,_,900.32,34.71686547365007,31 Years and 1 Months,NM,110.23451726908002,__10000__,Low_spent_Medium_value_payments,198.9246022630669,Good
8744,0x235e6,CUS_0x1492,January,en Hirschlerw,35,612-31-0459,Teacher,9134.415,,5,10,15,3,"Payday Loan, Mortgage Loan, and Student Loan",18,13,16.19,6.0,Standard,1621.28,33.97282600904203,15 Years and 7 Months,Yes,15.953677342376665,46.11435412297672,Low_spent_Medium_value_payments,323.0520935346466,Poor
8745,0x25aad,CUS_0x55f0,August,Hornbyn,45,564-67-2715,Lawyer,51682.08,4415.84,7,5,18,7,"Student Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",30,18,14.08,,_,382.05,35.26898855357704,18 Years and 2 Months,Yes,224.33559918633668,177.81549530519138,High_spent_Medium_value_payments,289.432905508472,Standard
8746,0x25490,CUS_0x90d2,March,,27,046-57-0897,Musician,29095.94,2450.5814217046154,5,3,17,4,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",5,20,8.01,8.0,Standard,2510.12,39.93618931628385,6 Years and 6 Months,Yes,185.64587242434052,77.43331655913828,High_spent_Medium_value_payments,377.26722264523875,Poor
8747,0x95ab,CUS_0x6ee1,June,Deepa Seetharamana,49,119-35-9497,_______,133868.52,11000.71,5,4,8,3,"Mortgage Loan, Not Specified, and Personal Loan",11,5,0.79,0.0,Good,528.47,30.75095908577143,30 Years and 1 Months,No,328.33470723019946,513.0335021911769,High_spent_Small_value_payments,518.7027905786235,Poor
8748,0xbc27,CUS_0x4904,June,,34,662-96-6567,Media_Manager,67327.32,5551.6100000000015,5,3,7,3,"Student Loan, Personal Loan, and Payday Loan",18,8,18.25,7.0,Standard,495.02,34.43819323639846,,Yes,125.01550766614294,69.64285828579422,High_spent_Large_value_payments,600.5026340480629,Standard
8749,0x174a5,CUS_0x5c90,April,Estelle Shirbonr,25,112-81-3185,Doctor,125898.32,,6,6,6,2,"Credit-Builder Loan, and Not Specified",5,16,13.0,11.0,Standard,746.9,25.371455974749622,16 Years and 4 Months,Yes,139.8268794394258,,Low_spent_Medium_value_payments,332.0578297420217,Standard
8750,0x825a,CUS_0x26ac,May,Ryanz,25,023-06-5608,_______,90487.96,,4,4,12,7,"Not Specified, Student Loan, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Not Specified",20,13,15.62,13.0,Standard,1416.61,21.54662001226171,10 Years and 9 Months,Yes,482.36169143107696,523.738541274191,Low_spent_Medium_value_payments,6.966100628065419,Standard
8751,0x23dd,CUS_0x4a5b,August,Rucinskiw,26,395-63-5787,Architect,110264.0,9225.666666666666,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",27,14,14.6,12.0,Standard,642.65,38.27844621806783,,Yes,364.2904002085903,447.36221121292715,High_spent_Small_value_payments,370.91405524514926,Good
8752,0x2372c,CUS_0x8489,March,Lynchi,1583,460-00-6655,Accountant,49136.88,,6,4,12,6,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Credit-Builder Loan",28,11,9.67,11.0,Standard,1933.38,35.12830686550675,12 Years and 7 Months,Yes,184.7159866421425,156.12512916258962,High_spent_Small_value_payments,327.43288419526783,Standard
8753,0x3dc8,CUS_0xa2c0,July,Papachristouk,45,023-14-5348,Engineer,131890.95,10709.9125,1,3,7,4,"Not Specified, Personal Loan, Mortgage Loan, and Personal Loan",15,7_,_,4.0,_,244.18,25.307238354496736,16 Years and 3 Months,No,320.6760010881472,644.3206794235161,Low_spent_Medium_value_payments,385.99456948833677,Standard
8754,0x9415,CUS_0x8b06,August,Nickd,40,414-76-2511,Journalist,20946.12,1955.51,9,9,18,7_,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Mortgage Loan",25,27,25.07,12.0,Bad,3093.39,34.35587749533013,1 Years and 8 Months,Yes,104.07534478104144,247.11993075944991,Low_spent_Small_value_payments,134.35572445950868,Standard
8755,0x4b67,CUS_0x5607,February,Georgez,37,728-13-8219,Lawyer,118111.08,10072.59,2,6,7,3,"Home Equity Loan, Auto Loan, and Not Specified",27,3_,4.55,1.0,Good,390.11,32.30916821677667,,No,219.9504576171572,206.38947480328355,High_spent_Medium_value_payments,830.9190675795593,Poor
8756,0x1ef39,CUS_0x41e7,April,Sveak,34,670-93-4185,_______,60574.48,,6,10,24,2,"Auto Loan, and Mortgage Loan",26,,7.41,11.0,Standard,1304.08,41.146462620137775,,Yes,94.27304419553396,263.3386213755548,Low_spent_Small_value_payments,466.2756677622447,Standard
8757,0x2504b,CUS_0x5522,February,Katya Wachtelx,45,635-99-7406,Scientist,9058.045,643.8370833333332,6,9,24,5,"Payday Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Not Specified",33,18,4.03,9.0,Bad,1338.74,23.54739590243595,19 Years and 6 Months,Yes,28.629528192320343,65.1371838087061,Low_spent_Medium_value_payments,250.61699633230685,Poor
8758,0x1b4fe,CUS_0x3d64,January,,45,038-92-0094,Engineer,19493.51,1662.4591666666663,6,10,26,2,"Not Specified, and Mortgage Loan",51,15,16.19,8.0,Bad,1783.34,34.71716171300416,14 Years and 2 Months,Yes,21.854407613533,18.84268695597743,!@9#%8,375.54882209715623,Poor
8759,0x23053,CUS_0x38dc,February,radenp,43,306-82-4156,Mechanic,60036.75,5279.0625,7,8,34,5,"Not Specified, Not Specified, Credit-Builder Loan, Mortgage Loan, and Not Specified",46,1354,26.9,10.0,_,3563.38,40.0535945430546,9 Years and 10 Months,Yes,147.59303110175762,145.56141687383362,High_spent_Small_value_payments,494.75180202440873,Standard
8760,0x15f16,CUS_0x51cb,May,Rhys Jonesz,48,423-03-2444,Accountant,172534.16,14344.846666666665,4,7,5,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",13,11,11.99,0.0,Good,1343.5,40.20653690274395,21 Years and 6 Months,No,393.65914437643914,552.5604833215858,High_spent_Medium_value_payments,738.2650389686418,Good
8761,0x1288f,CUS_0x1e8d,February,Katyaw,22,545-44-8112,Doctor,29146.6,2561.883333333333,4,3,12,2,"Payday Loan, and Payday Loan",7,8,2.79,3.0,Good,179.48,36.391106976198614,17 Years and 10 Months,NM,26.241714866152805,103.5106219534474,High_spent_Medium_value_payments,376.43599651373313,Good
8762,0x1c778,CUS_0xa39e,March,Nick Brownb,35,822-96-9212,Lawyer,15364.1,1530.341666666667,8,10,20,5,"Personal Loan, Not Specified, Home Equity Loan, Payday Loan, and Payday Loan",41,17_,1.57,11.0,Bad,2639.72,27.73105524159089,17 Years and 9 Months,Yes,58.03431777182677,64.48660033864421,Low_spent_Small_value_payments,320.51324855619566,Poor
